,CO_CNES,NO_FANTASIA,MUNICIPIO
3447,6788459,POSTO DE SAUDE DE JENIPAPO,SAO JOSE DOS RAMOS
3448,6379613,SECRETARIA MUNICIPAL DE SAO JOSE DOS RAMOS,SAO JOSE DOS RAMOS
3449,9284060,PSF III MARINETE CAXIAS DE LIMA,SAO JOSE DOS RAMOS
3450,7987498,ACADEMIA DA SAUDE DE SAO JOSE DOS RAMOS,SAO JOSE DOS RAMOS
3451,5627117,POSTO DE SAUDE DE PATU EDNILSON ALEXANDRE DE PAIVA,SAO JOSE DOS RAMOS
3452,5627087,CENTRO DE SAUDE PROF MARIA DOLORES DE ARAUJO RAMOS,SAO JOSE DOS RAMOS
3453,2363895,CENTRO DE SAUDE PEDRO RAMOS COUTINHO PSF I,SAO JOSE DOS RAMOS
3454,7081359,CENTRO DE ATENCAO PSICOSSOCIAL SOCORRO BATISTA CAPS I,SAO JOSE DE PIRANHAS
3455,2341964,UNIDADE BASICA DE SAUDE DE SAO JOSE DE PIRANHAS PSF II,SAO JOSE DE PIRANHAS
3456,5017467,USF AURELIO CAVALCANTI DE SOUSA,SAO JOSE DE PIRANHAS
3457,2606763,USF DR OSEAS ALVES MANGUEIRA,SAO JOSE DE PIRANHAS
3458,2606801,UNIDADE DE SAUDE DA FAMILIA GERALDO BATISTA PSF IV,SAO JOSE DE PIRANHAS
3459,6897010,POLICLINICA ROMEU MENANDRO CRUZ,SAO JOSE DE PIRANHAS
3460,7545401,SETOR DE VIGILANCIA EM SAUDE,SAO JOSE DE PIRANHAS
3461,7664680,UNIDADE DE SAUDE DA FAMILIA RICARDO CAVALCANTI PSF VIII,SAO JOSE DE PIRANHAS
3462,7664699,USF CHAGAS MIGUEL PSF IX,SAO JOSE DE PIRANHAS
3463,7869002,UNIDADE DE SAUDE DA FAMILIA MANOEL CAMILO PSF X,SAO JOSE DE PIRANHAS
3464,38024,EMAD II SAO JOSE DE PIRANHAS,SAO JOSE DE PIRANHAS
3465,6343198,SECRETARIA MUNICIPAL DA SAUDE,SAO JOSE DE PIRANHAS
3466,6614590,SAMU SAO JOSE DE PIRANHAS,SAO JOSE DE PIRANHAS
3467,6593003,UNIDADE DE SAUDE DA FAMILIA NEZINHO BRAZ PSF VII,SAO JOSE DE PIRANHAS
3468,2606771,POSTO DE SAUDE DE PIRANHAS VELHA PSF V,SAO JOSE DE PIRANHAS
3469,2606798,UNIDADE DE SAUDE DA FAMILIA DE BOA VISTA PSF III,SAO JOSE DE PIRANHAS
3470,7375239,POSTO ANCORA,SAO JOSE DE PIRANHAS
3471,7276907,CENTRO DE ESPECIALIDADES DE SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA
3472,2321726,PSF II PATOS DO IRERE,SAO JOSE DE PRINCESA
3473,2321718,PSF I SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA
3474,6866735,NASF TIPO 3 SAO J DE PRINCESA,SAO JOSE DE PRINCESA
3475,6866751,VIGILANCIA SANITARIA DE SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA
3476,6461360,SMS SAO JOSE DE PRINCESA PB,SAO JOSE DE PRINCESA
3477,7326130,LRPD SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA
3478,9841326,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU192,SAO JOSE DO BONFIM
3479,2362023,USF DE SAO JOSE DO BONFIM,SAO JOSE DO BONFIM
3480,9009787,USF PADRE LEVI,SAO JOSE DO BONFIM
3481,9347771,ACADEMIA DE SAUDE DE SAO JOSE DO BONFIM,SAO JOSE DO BONFIM
3482,9489932,UNIDADE DE VIGILANCIA SANITARIA SAO JOSE DO BONFIM,SAO JOSE DO BONFIM
3483,7457391,AMIGO DO PEITO DE SAO JOSE DO BONFIM,SAO JOSE DO BONFIM
3484,6429629,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO BONFIM,SAO JOSE DO BONFIM
3485,7141343,BASE DO SAMU DESCENTRALIZADA DE SAO JOSE DO BONFIM,SAO JOSE DO BONFIM
3486,9422374,VIGILANCIA SANITARIA DE SAO JOSE BREJO DO CRUZ,SAO JOSE DO BREJO DO CRUZ
3487,9422382,LABORATORIO MUNICIPAL DE SAO JOSE BREJO DO CRUZ,SAO JOSE DO BREJO DO CRUZ
3488,2606828,CENTRO DE SAUDE DR JUAREZ SARAIVA MAIA PSF,SAO JOSE DO BREJO DO CRUZ
3489,6434002,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO BREJO DO CRUZ,SAO JOSE DO BREJO DO CRUZ
3490,6462006,SECRETARIA MUNICIPAL DE SAUDE SAO JOSE DO SABUGI,SAO JOSE DO SABUGI
3491,2321246,UNIDADE DE SAUDE BASICA II,SAO JOSE DO SABUGI
3492,2321238,UNIDADE DE SAUDE DA FAMILIA I REDINHA,SAO JOSE DO SABUGI
3493,7785798,FARMACIA BASICA DE SAUDE SAO JOSE DO SABUGI,SAO JOSE DO SABUGI
3494,7019408,VIGILANCIA SANITARIA MUNICIPAL DE SAO JOSE DO SABUGI,SAO JOSE DO SABUGI
3495,7059337,POSTO ANCORA RIACHO DA SERRA,SAO JOSE DO SABUGI
3496,9574735,POLO ACADEMIA DA SAUDE DE SAO JOSE DO SABUGI,SAO JOSE DO SABUGI
3497,74373,ACADEMIA DA SAUDE PRACA HELENO HENRIQUE DOS SANTOS,SAO JOSE DO SABUGI
3498,7354282,POLICLINICA MAE VANIL,SAO JOSE DO SABUGI
3499,2363372,UNIDADE MISTA DE SAUDE MARIA HELENA DE BRITO,SAO JOSE DOS CORDEIROS
3500,5996600,UBSF CACIMBINHA,SAO JOSE DOS CORDEIROS
3501,9424962,NASF SAO JOSE DOS CORDEIROS,SAO JOSE DOS CORDEIROS
3502,7738390,LABORATORIO DE PROTESES DENTARIAS,SAO JOSE DOS CORDEIROS
3503,6415776,SECRETARIA MUNICIPAL DE SAUDE,SAO JOSE DOS CORDEIROS
3504,9189076,POLICLINICA MUNICIPAL DR JOSE JOACIO DE ARAUJO MORAIS,SAO MAMEDE
3505,2320983,UNIDADE DE SAUDE DA FAMILIA III DR FRANCISCO DAS CHAGAS,SAO MAMEDE
3506,2321009,UNIDADE DE SAUDE DA FAMILIA II RITA TAVARES DO NASCIMENTO,SAO MAMEDE
3507,2320991,UNIDADE DE SAUDE DA FAMILIA I ENF ANA MARIA I DE ANDRADE,SAO MAMEDE
3508,9339817,FARMACIA BASICA MUNICIPAL,SAO MAMEDE
3509,7848935,ACADEMIA DE SAUDE RITA ALVES DOS SANTOSRITA DE TOTA,SAO MAMEDE
3510,7848943,ACADEMIA DE SAUDE LUZIA FRANCISCA DE JESUS,SAO MAMEDE
3511,9243283,UNIDADE DE VIGILANCIA EPIDEMIOLOGICA,SAO MAMEDE
3512,2362007,UNIDADE DA VIGILANCIA SANITARIA,SAO MAMEDE
3513,6432719,SECRETARIA MUNICIPAL DE SAUDE DE SAO MAMEDE,SAO MAMEDE
3514,9930213,POLICLINICA MUNICIPAL AUGUSTO VIEIRA DE ALBUQUERQUE MELO,SAO MIGUEL DE TAIPU
3515,2363976,UNIDADE BASICA DE SAUDE GENI DA SILVA BENTO PSF I,SAO MIGUEL DE TAIPU
3516,7258690,FARMACIA MUNICIPAL DE SAO MIGUEL DE TAIPU,SAO MIGUEL DE TAIPU
3517,2608928,POSTO DE SAUDE LAGOA DOS MOCOIS PSF II,SAO MIGUEL DE TAIPU
3518,2757826,POSTO DE SAUDE AGUA FRIA PSF III,SAO MIGUEL DE TAIPU
3519,7210574,LABORATORIO REGIONAL DE PROTESE DENTARIA DE SAO M DE TAIPU,SAO MIGUEL DE TAIPU
3520,7210582,LABORATORIO MUN DE ANALISES CLINICAS DE S M DE TAIPU,SAO MIGUEL DE TAIPU
3521,7407947,NASF 2 SAO MIGUEL DE TAIPU,SAO MIGUEL DE TAIPU
3522,7861036,COORD DE VIG SANITARIA MUNICIPAL DE SAO MIGUEL DE TAIPU,SAO MIGUEL DE TAIPU
3523,6420044,SECRETARIA MUNICIPAL DE SAUDE DE SAO MIGUEL DE TAIPU,SAO MIGUEL DE TAIPU
3524,6484972,PRONTO ATENDIMENTO DE URGENCIA E EMERGENCIA,SAO MIGUEL DE TAIPU
3525,6245315,VIGILANCIA EPIDEMIOLOGICA,SAO SEBASTIAO DE LAGOA DE ROCA
3526,6395295,CENTRAL DE REGULACAO E MARCACAO DE CONSULTAS E EXAMES,SAO SEBASTIAO DE LAGOA DE ROCA
3527,6396623,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,SAO SEBASTIAO DE LAGOA DE ROCA
3528,6439039,CENTRO DE ATENCAO PSICOSSOCIAL,SAO SEBASTIAO DE LAGOA DE ROCA
3529,2341921,POSTO DE SAUDE DE MAGUAPE,SAO SEBASTIAO DE LAGOA DE ROCA
3530,2592487,UBSF SANTA TEREZINHA,SAO SEBASTIAO DE LAGOA DE ROCA
3531,2592479,UBSF SANTO ANTONIO,SAO SEBASTIAO DE LAGOA DE ROCA
3532,6680518,SERVICO MUNICIPAL DE FISIOTERAPIA,SAO SEBASTIAO DE LAGOA DE ROCA
3533,7188609,NUCLEO DE APOIO A SAUDE DA FAMILIA,SAO SEBASTIAO DE LAGOA DE ROCA
3534,6971865,SAMU 192 BASE DESCENTRALIZADA,SAO SEBASTIAO DE LAGOA DE ROCA
3535,2607387,UBSF ABEL FRANCISCO BEZERRA,SAO SEBASTIAO DE LAGOA DE ROCA
3536,6749917,VIGILANCIA SANITARIA,SAO SEBASTIAO DE LAGOA DE ROCA
3537,6434908,SECRETARIA MUNICIPAL DE SAUDE,SAO SEBASTIAO DE LAGOA DE ROCA
3538,5605067,UBSF ANTONIO PEDRO DOS SANTOS,SAO SEBASTIAO DE LAGOA DE ROCA
3539,6395201,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,SAO SEBASTIAO DE LAGOA DE ROCA
3540,6395236,LABORATORIO DE PROTESES DENTARIAS,SAO SEBASTIAO DE LAGOA DE ROCA
3541,6396615,VIGILANCIA AMBIENTAL,SAO SEBASTIAO DE LAGOA DE ROCA
3542,7334559,FARMACIA MUNICIPAL,SAO SEBASTIAO DE LAGOA DE ROCA
3543,6183395,POLICLINICA MUNICIPAL DE SAUDE,SAO SEBASTIAO DE LAGOA DE ROCA
3544,2607395,UBSF MANGUAPE,SAO SEBASTIAO DE LAGOA DE ROCA
3545,9173765,LABORATORIO DE ANALISES CLINICAS DE S S DO UMBUZEIRO,SAO SEBASTIAO DO UMBUZEIRO
3546,7574517,CEO DE SAO SEBASTIAO DO UMBUZEIRO,SAO SEBASTIAO DO UMBUZEIRO
3547,6442676,SECRETARIA MUNICIPAL DE SAUDE,SAO SEBASTIAO DO UMBUZEIRO
3548,7192711,POSTO DE SAUDE SANTO ANTONIO,SAO SEBASTIAO DO UMBUZEIRO
3549,7038429,LABORATORIO DE PROTESE DE SAO SEBASTIAO DO UMBUZEIRO,SAO SEBASTIAO DO UMBUZEIRO
3550,2363437,ESF 01 SAO SEBASTIAO DO UMBUZEIRO,SAO SEBASTIAO DO UMBUZEIRO
3551,6945015,VIGILANCIA SANITARIA SAO SEBASTIAO DO UMBUZEIRO,SAO SEBASTIAO DO UMBUZEIRO
3552,2363488,ESF 02,SAO SEBASTIAO DO UMBUZEIRO
3553,2342677,UNIDADE BASICA DR JOAO FEITOSA VENTURA,SAO SEBASTIAO DO UMBUZEIRO
3554,3000206,PSF XVII UNIDADE DE SAUDE LOT ANTONIO MARIZ,SAPE
3555,3000222,PSF XIV UNIDADA DE SAUDE DE AGROVILA,SAPE
3556,3565041,POLICLINICA MUNICIPAL MONSENHOR ODILON ALVES PEDROSA,SAPE
3557,2342847,POLICLINICA MUNICIPAL DE SAPE,SAPE
3558,2357151,UNIDADE SAUDE DA FAMILIAPSF XII JOAO URSULO,SAPE
3559,2592975,UNIDADE SAUDE DA FAMILIAPSF V RENASCENCA,SAPE
3560,3000192,UNIDADE SAUDE DA FAMILIA PSF XVI RUA NOVA II,SAPE
3561,2343223,UNIDADE SAUDE DA FAMILIAPSF VII PORTAL II,SAPE
3562,2343215,UNIDADE SAUDE DA FAMILIAPSF I USINA SANTA HELENA,SAPE
3563,9454594,ACADEMIA DE SAUDE SEVERINO PEREIRA CAVALCANTE,SAPE
3564,9178961,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA DE SAPE USA,SAPE
3565,2343282,UNIDADE SAUDE DA FAMILIAPSF VIII JOSE FELICIANO,SAPE
3566,2357178,UNIDADE SAUDE DA FAMILIAPSF XIII MARAU,SAPE
3567,2356872,UNIDADE SAUDE DA FAMILIAPSF IX RUA NOVA I,SAPE
3568,2357445,HOSPITAL REGIONAL DR SA ANDRADE,SAPE
3569,6294685,NUCLEO DE APOIO LUIZ FERNANDES DE MEDEIROS NASF SAPE,SAPE
3570,3999564,CENTRO DE ATENCAO PISCOSSOCIAL CAPS II SAPE,SAPE
3571,6530583,CENTRO DE ESPECIALIDADES ODONTOLOGICAS SIMPLICIO COELHO,SAPE
3572,3218597,UNIDADE SAUDE DA FAMILIAPSF XVIII RENATO RIBEIRO II,SAPE
3573,3218635,UNIDADE SAUDE DA FAMILIAPSF XIX CASTRO PINTO II,SAPE
3574,2341425,UNIDADE SAUDE DA FAMILIAPSF III NOVA BRASILIA,SAPE
3575,9934898,ACADEMIA DA SAUDE PROFESSORA MARIA DA GLORIA BEZERRA CALDA,SAPE
3576,2341433,UNIDADE SAUDE DA FAMILIAPSF VI INHAUA,SAPE
3577,3000214,PSF XV UNIDADE DE SAUDE AUGUSTO DOS ANJOS,SAPE
3578,2341468,POSTO DE SAUDE RIO SECO,SAPE
3579,2357143,UNIDADE SAUDE DA FAMILIAPSF XI CASTRO PINTO I,SAPE
3580,2341441,POSTO DE SAUDE LAGOA DO FELIX,SAPE
3581,2356880,UNIDADE SAUDE DA FAMILIAPSF X SAO FRANCISCO,SAPE
3582,2343266,UNIDADE SAUDE DA FAMILIAPSF II TERRA NOVA,SAPE
3583,2343118,UNIDADE MOVEL ODONTOLOGICA,SAPE
3584,6739008,CAPS AD NISE DA SILVEIRA,SAPE
3585,6917976,SAMU,SAPE
3586,6294707,NUCLEO DE APOIO DR VICENTE EDMUNDO ROCCO NASF SAPE,SAPE
3587,2343126,UNIDADE DE VIGILANCIA SANITARIA SAPE,SAPE
3588,2343274,UNIDADE SAUDE DA FAMILIAPSF IV LOT RENATO RIBEIRO I,SAPE
3589,7237723,CAPS I,SAPE
3590,5680239,SECRETARIA MUNICIPAL DE SAUDE DE SAPE,SAPE
3591,7124058,CENTRAL DE REGULACAO DE SAPE,SAPE
3592,2364344,UBSF SERIDO,SERIDO
3593,6568688,LABORATORIO DE PROTESES DENTARIAS,SERIDO
3594,2606011,UBSF ACUDINHO,SERIDO
3595,7415850,UBSF V,SERIDO
3596,7619561,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,SERIDO
3597,7045190,VIGILANCIA AMBIENTAL DE SERIDO,SERIDO
3598,6968015,SAMU,SERIDO
3599,7065493,NASF,SERIDO
3600,2364352,POSTO DE SAUDE ALAGAMAR,SERIDO
3601,2605996,UBSF JOSE MARCOS LUIZ DE SOUSA,SERIDO
3602,2364336,UNIDADE MISTA HOSP MARIA AUXILIADORA P DE GOUVEIA,SERIDO
3603,6411614,SECRETARIA MUNICIPAL DE SAUDE,SERIDO
3604,7484178,CLINICA MUNICIPAL DE REABILITACAO,SERIDO
3605,2342669,UBSF SANTA MARIA,SERIDO
3606,9245332,CAPS SERRA BRANCA,SERRA BRANCA
3607,9845704,UNIDADE ANCORA TAMBORIL,SERRA BRANCA
3608,6949924,SAMU 192 BASE DESCENTRALIZADA DE SERRA BRANCA PB,SERRA BRANCA
3609,6376789,NASF NUCLEO DE APOIO A SAUDE DA FAMILIA,SERRA BRANCA
3610,2682702,UBSF 01 SERRA BRANCA,SERRA BRANCA
3611,2682699,UBSF 02 ABEL PEREIRA LIMA,SERRA BRANCA
3612,2682672,UBSF 03 SANTA LUZIA,SERRA BRANCA
3613,8003882,UNIDADE DE VIGILANCIA SANITARIA DE SERRA BRANCA,SERRA BRANCA
3614,2682680,UBSF 04 JULIA DE LIMA OLIVEIRA,SERRA BRANCA
3615,2682664,UBSF 05 DR DJALMA ANTONINO OLIVEIRA,SERRA BRANCA
3616,2682397,CENTRO DE ESPECIALIDADES DE SERRA BRANCA PB,SERRA BRANCA
3617,2682710,HOSPITAL GERAL DE SERRA BRANCA,SERRA BRANCA
3618,5410282,SECRETARIA DE SAUDE DE SERRA BRANCA PB,SERRA BRANCA
3619,9165916,POSTO DE SAUDE BOA VENTURA,SERRA DA RAIZ
3620,7959168,NASF DE SERRA DA RAIZ,SERRA DA RAIZ
3621,7943903,ACADEMIA DE SAUDE DA SERRA DA RAIZ,SERRA DA RAIZ
3622,2608944,POSTO DE SAUDE CANAFISTULA,SERRA DA RAIZ
3623,2608960,UNIDADE BASICA DE SAUDE MARIA DAS GRACAS MAGALHAES BARBOSA,SERRA DA RAIZ
3624,9687459,LPDR SERRA DA RAIZ,SERRA DA RAIZ
3625,6414362,SECRETARIA MUNICIPAL DE SAUDE,SERRA DA RAIZ
3626,7484992,LABORATORIO DE ANALISES CLINICAS DE SERRA DA RAIZ,SERRA DA RAIZ
3627,2608936,UNIDADE DE SAUDE DA FAMILIA DRWEBER DE M LULA,SERRA DA RAIZ
3628,2608952,POSTO DE SAUDE PEDRO VIRGINIO DO NASCIMENTO,SERRA DA RAIZ
3629,2613352,CASA DE SAUDE E MAT MANOEL MADRUGA,SERRA DA RAIZ
3630,6967450,POLICLINICA MUNICIPAL SERRA GRANDE,SERRA GRANDE
3631,2604744,UNIDADE MISTA DE SAUDE DE SERRA GRANDE,SERRA GRANDE
3632,2815370,UNIDADE DE VIGILANCIA SANITARIA DE SERRA GRANDE,SERRA GRANDE
3633,7340451,NASF SERRA GRANDE,SERRA GRANDE
3634,9983554,UNIDADE RUA NOVA,SERRA GRANDE
3635,7730624,LAMAC LABORATORIO MUNICIPAL ANASLISE CLINICA DE SERRA GRANDE,SERRA GRANDE
3636,6967159,SAMU 192 SERRA GRANDE,SERRA GRANDE
3637,2815192,UBS MARIA DO SOCORRO DA SILVA,SERRA GRANDE
3638,7764898,CENTRO DE ESPECIALIDADES ODONTOLOGICO DE SERRA GRANDE,SERRA GRANDE
3639,6462065,SMS DE SERRA GRANDE,SERRA GRANDE
3640,9154361,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,SERRA REDONDA
3641,4017285,UNIDADE BASICA DE SAUDE DA FAMILIA PSF III,SERRA REDONDA
3642,6445756,SECRETARIA MUNICIPAL DE SAUDE,SERRA REDONDA
3643,2605880,CENTRO DE SAUDE FLAVIO BILU DE OLIVEIRA,SERRA REDONDA
3644,9423435,NASF,SERRA REDONDA
3645,7113269,LABORATORIO DE PROTESES DENTARIAS,SERRA REDONDA
3646,9495657,UNIDADE BASICA DE SAUDE DA FAMILIA PSF IV,SERRA REDONDA
3647,9167978,FARMACIA BASICA MUNICIPAL,SERRA REDONDA
3648,9292926,VIGILANCIA EM SAUDE,SERRA REDONDA
3649,4017277,UNIDADE BASICA DE SAUDE DA FAMILIA PSF I,SERRA REDONDA
3650,2603535,UNIDADE DE SAUDE DA FAMILIA DE QUEIMADAS PSF II,SERRA REDONDA
3651,9658025,LABORATORIO ANALISES CLINICAS DE SERRARIA,SERRARIA
3652,9381937,LABORATORIO DE PROTESE DE SERRARIA,SERRARIA
3653,2608995,POSTO DE SAUDE DE SALGADO,SERRARIA
3654,2613360,HOSPITAL DR OUVIDIO DUARTE,SERRARIA
3655,6435297,SECRETARIA MUNICIPAL DE SAUDE DE SERRARIA,SERRARIA
3656,9286225,P S CAJAZEIRAS ANCORA PSF III BIU PORFIRIO,SERRARIA
3657,6968953,SAMU SERRARIA PB,SERRARIA
3658,2341360,POSTO DE SAUDE ARACA,SERRARIA
3659,2608979,POSTO DE SAUDE DE MATHINHAS PSFII,SERRARIA
3660,9481184,ACADEMIA DE SAUDE SERRARIA,SERRARIA
3661,9281169,UNIDADE VIGILANCIA SANITARIA DE SERRARIA,SERRARIA
3662,2608987,UNIDADE BASICA DE SAUDE BIU PORFIRIO PSFIII,SERRARIA
3663,7266588,NUCLEO DE APOIO A SAUDE DA FAMILIA,SERRARIA
3664,7866542,FARMACIA ATENCAO BASICA SERRARIA,SERRARIA
3665,2341379,U B SAUDE MARIA ANTONIETA DE CARVALHO PFS I,SERRARIA
3666,9159878,VIGILANCIA SANITARIA DE SERTAOZINHO,SERTAOZINHO
3667,6391567,CLINICA MEDICA ESPECIALIZADA SERTAOZINHENSE,SERTAOZINHO
3668,3068234,UNIDADE DE SAUDE DA FAMILIA PSF II SERTAOZINHO,SERTAOZINHO
3669,7442963,ACADEMIA DA SAUDE DE SERTAOZINHO,SERTAOZINHO
3670,6461212,SECRETARIA MUNICIPAL DE SAUDE DE SERTAOZINHO,SERTAOZINHO
3671,7268041,NUCLEO DE APOIO A SAUDE DA FAMILIA DE SERTAOZINHO,SERTAOZINHO
3672,2609002,UNIDADE DE SAUDE DA FAMILIA PSF SERTAOZINHO,SERTAOZINHO
3673,9528660,FARMACIA BASICA DO MUNICIPIO DE SERTAOZINHO,SERTAOZINHO
3674,7462123,AMIGO DO PEITO DE SERTAOZINHO PB,SERTAOZINHO
3675,3392422,UNIDADE DE SAUDE DA FAMILIA LAGOA DO PADRE PSF III,SOBRADO
3676,2606836,CENTRO DE SAUDE SOBRADO,SOBRADO
3677,2606844,UNIDADE DA SAUDE E FAMILIA C GRANDE II,SOBRADO
3678,6468357,SECRETARIA MUNICIPAL DE SAUDE DE SOBRADO,SOBRADO
3679,9431012,UNIDADE BASICA DE SAUDE UBS IV,SOBRADO
3680,6957366,SAMU 192 SOLANEA,SOLANEA
3681,3182738,UNIDADE BASICA DE SAUDE PSF III SOLANEA,SOLANEA
3682,7930003,POLO ACADEMIA DA SAUDE DE SOLANEA,SOLANEA
3683,3341240,CACIMBA DA VARZEA PSF IV,SOLANEA
3684,3968286,USF SITIO CAPIVARA PSF X,SOLANEA
3685,2357259,PSF II SITIO CHA,SOLANEA
3686,2609029,USF CENTRO III PSF XI,SOLANEA
3687,3037770,CLINICA DE FISIOTERAPIA E PSICOLOGIA,SOLANEA
3688,2357216,PSF VI SITIO BARROCAS,SOLANEA
3689,2609010,UNIDADE DE SAUDE DA FAMILIA I DE SOLANEA,SOLANEA
3690,2613379,HOSPITAL DR FRANCISCO ASSIS DE FREITAS UNIDADE MISTA,SOLANEA
3691,3860000,CENTRO DE ATENCAO PSICO SOCIAL I,SOLANEA
3692,7355645,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE SOLANEA,SOLANEA
3693,7275919,SAMU 192 BASICA SOLANEA,SOLANEA
3694,9277587,SERVICO DE ATENDIMENTO DOMICILIAR DE SOLANEA,SOLANEA
3695,2357208,PSF V SITIO SANTA FE,SOLANEA
3696,6343899,NASF DE SOLANEA,SOLANEA
3697,6867979,POLICLINICA MUN SOLANEA DR ORLANDO CAVALCANTE DE MELO,SOLANEA
3698,6868185,LAB DE ANALISES CLINICA MUNICIPAL DE SOLANEA,SOLANEA
3699,7453485,SERVICO MOVEL DE URGENCIA DE SOLANEA I,SOLANEA
3700,7453531,SERVICO MOVEL DE URGENCIA DE SOLANEA II,SOLANEA
3701,6413757,SECRETARIA MUNICIPAL DE SAUDE DE SOLANEA,SOLANEA
3702,3967417,USF CENTRO PSF IX,SOLANEA
3703,3967468,USF CENTRO II PSF VIII,SOLANEA
3704,3000184,PSF VII SACO DOS CAMPOS,SOLANEA
3705,6806953,LABOARATORIO DE PROSTESE DENTARIA DE SOLANEA,SOLANEA
3706,6952445,SAMU 192 REGIONAL DE SOLEDADE PB USA,SOLEDADE
3707,4017323,UBSF V CENTRO ANTONIO IVO DE MEDEIROS,SOLEDADE
3708,2592037,UBSF I BOM SUCESSO IZABEL DA COSTA FALCAO,SOLEDADE
3709,2592029,UBSF II CARDEIRO ANTONIO AVELINO DE SOUSA,SOLEDADE
3710,3841545,LABORATORIO DE PROTESES DENTARIAS,SOLEDADE
3711,4017331,UNIDADE DE VIGILANCIA EM SAUDE,SOLEDADE
3712,2592010,UBSF III VIRACAO INACIA GOMES DE ALBUQUERQUE,SOLEDADE
3713,7638396,UBSF VI ALTO SAO JOSE DR ANTONIO LUIZ COUTINHO,SOLEDADE
3714,7486669,UNIDADE MOVEL TERRESTRE AMIGO DO PEITO,SOLEDADE
3715,6317073,NUCLEO DE ASSISTENCIA A SAUDE DE SOLEDADE,SOLEDADE
3716,2593025,POLICLINICA MUNICIPAL CRISTINA SIQUEIRA,SOLEDADE
3717,6925111,SAMU 192 DE SOLEDADE,SOLEDADE
3718,2757982,UBSF IV NOVA SOLEDADE THEODOMIRO MACHADO DE OLIVEIRA,SOLEDADE
3719,3783006,CENTRO DE ESPECIALIDADES ODONTOLOGIAS,SOLEDADE
3720,6415628,SECRETARIA MUNICIPAL DE SAUDE,SOLEDADE
3721,7360886,HOSPITAL MUNICIPAL DE SOLEDADE,SOLEDADE
3722,3612449,CENTRO DE ATENCAO PSICOSSOCIAL,SOLEDADE
3723,7774109,ACADEMIA DA SAUDE DE SOSSEGO,SOSSEGO
3724,6587410,UNIDADE DE VIGILANCIA EM SAUDE DE SOSSEGO,SOSSEGO
3725,7546238,UBS TECNICA DE ENFERMAGEM IZAURA FLORENTINA DA COSTA,SOSSEGO
3726,7059094,UNIDADE DE ATENDIMENTO ESPECIALIZADO DE SOSSEGO,SOSSEGO
3727,7433913,NASF III SOSSEGO,SOSSEGO
3728,6411339,SECRETARIA MUNICIPAL DE SAUDE DE SOSSEGO,SOSSEGO
3729,2364271,CSM PEDRO VIEIRA DA SILVA PSF I DE SOSSEGO,SOSSEGO
3730,9104658,UNIDADE DE PRONTO ATENDIMENTO DR MAURO ABRANTES SOBRINHO,SOUSA
3731,9585370,CENTRO ESPECIALIZADO EM REABILITACAO CER IV,SOUSA
3732,7576323,POLO DE ACADEMIA DE SAUDE ZU SILVA,SOUSA
3733,7576625,POLO DE ACADEMIA DE SAUDE DO FREI DAMIAO,SOUSA
3734,7576641,POLO DE ACADEMIA DE SAUDE DO GUANABARA,SOUSA
3735,7785887,SAMU 192 BASE SOUSA USA 02,SOUSA
3736,9068597,CEDMEX CEAF 10 GRS SOUSA,SOUSA
3737,2313561,ESF X VARZEA DA CRUZ,SOUSA
3738,2313626,VIGILANCIA SANITARIA,SOUSA
3739,3096378,CAPS AD WALTER SARMENTO,SOUSA
3740,3247953,CENTRAL DE REGULACAO,SOUSA
3741,6294812,NASF I,SOUSA
3742,9651500,UNIDADE DE VIGILANCIA DE ZOONOSES,SOUSA
3743,2313545,ESF VII FREI DAMIAO,SOUSA
3744,2313510,ESF III JARDIM BRASILIA,SOUSA
3745,2315092,ESF IV SORRILANDIA I,SOUSA
3746,2315262,ESF XIX MALHADA DA PEDRA,SOUSA
3747,2315068,ESF IX NOSSA SENHORA DE FATIMA,SOUSA
3748,2680599,ESF XXII PEREIROS,SOUSA
3749,2680564,ESF XXV NUCLEO I,SOUSA
3750,2313618,ESF XVIII SAO JOSE,SOUSA
3751,2313529,ESF V SORRILANDIA II,SOUSA
3752,2313553,ESF VIII ZU SILVA,SOUSA
3753,3693635,RESIDENCIA TERAPEUTICA DIVINO ESPIRITO SANTO MASCULINO,SOUSA
3754,2315270,UNIDADE MOVEL TERRESTRE,SOUSA
3755,2313596,ESF XIV ALTO CAPANEMA,SOUSA
3756,2315106,ESF XVII BANCARIOS,SOUSA
3757,6337910,TFD TRATAMENTO FORA DE DOMICILIO,SOUSA
3758,3334295,VIGILANCIA EPIDEMIOLOGIA DE SOUSA PARAIBA,SOUSA
